package_order	package_line	tier	paper_section_label	paper_section_title	namespace	package_name	package_paper_name	paper_role	component_order	component_kind	component_name	component_line	component_signature
82	5849	EFG rank, coloring, and monotonicity machinery	subsec:regular-coloring-alternatives	Regular coloring alternatives	Erdos887Formal	Erdos887Formal.RegularK5DegreeData	RegularK5DegreeData		1	field	problem	5850	problem : RegularK5ColoringProblem
82	5849	EFG rank, coloring, and monotonicity machinery	subsec:regular-coloring-alternatives	Regular coloring alternatives	Erdos887Formal	Erdos887Formal.RegularK5DegreeData	RegularK5DegreeData		2	field	degree	5851	degree : Nat
82	5849	EFG rank, coloring, and monotonicity machinery	subsec:regular-coloring-alternatives	Regular coloring alternatives	Erdos887Formal	Erdos887Formal.RegularK5DegreeData	RegularK5DegreeData		3	field	degree_eq	5852	degree_eq :
82	5849	EFG rank, coloring, and monotonicity machinery	subsec:regular-coloring-alternatives	Regular coloring alternatives	Erdos887Formal	Erdos887Formal.RegularK5DegreeData	RegularK5DegreeData		4	field	degree_case	5854	degree_case : RegularK5DegreeCase degree
83	6162	EFG rank, coloring, and monotonicity machinery	subsec:regular-coloring-alternatives	Regular coloring alternatives	Erdos887Formal	Erdos887Formal.DegreeTwoK5CycleSource	DegreeTwoK5CycleSource		0	PACKAGE	DegreeTwoK5CycleSource	6162	structure DegreeTwoK5CycleSource
83	6162	EFG rank, coloring, and monotonicity machinery	subsec:regular-coloring-alternatives	Regular coloring alternatives	Erdos887Formal	Erdos887Formal.DegreeTwoK5CycleSource	DegreeTwoK5CycleSource		1	field	degree_two	6164	degree_two : D.degree = 2
83	6162	EFG rank, coloring, and monotonicity machinery	subsec:regular-coloring-alternatives	Regular coloring alternatives	Erdos887Formal	Erdos887Formal.DegreeTwoK5CycleSource	DegreeTwoK5CycleSource		2	field	trueCycle	6165	trueCycle : K5HamiltonianCycle
83	6162	EFG rank, coloring, and monotonicity machinery	subsec:regular-coloring-alternatives	Regular coloring alternatives	Erdos887Formal	Erdos887Formal.DegreeTwoK5CycleSource	DegreeTwoK5CycleSource		3	field	falseCycle	6166	falseCycle : K5HamiltonianCycle
83	6162	EFG rank, coloring, and monotonicity machinery	subsec:regular-coloring-alternatives	Regular coloring alternatives	Erdos887Formal	Erdos887Formal.DegreeTwoK5CycleSource	DegreeTwoK5CycleSource		4	field	cycle_edges_match_true	6167	cycle_edges_match_true :
83	6162	EFG rank, coloring, and monotonicity machinery	subsec:regular-coloring-alternatives	Regular coloring alternatives	Erdos887Formal	Erdos887Formal.DegreeTwoK5CycleSource	DegreeTwoK5CycleSource		5	field	complement_cycle_edges_match_false	6169	complement_cycle_edges_match_false :
84	6479	EFG rank, coloring, and monotonicity machinery	subsec:regular-coloring-alternatives	Regular coloring alternatives	Erdos887Formal	Erdos887Formal.RegularK5ColoringClassificationSource	RegularK5ColoringClassificationSource		0	PACKAGE	RegularK5ColoringClassificationSource	6479	structure RegularK5ColoringClassificationSource where
84	6479	EFG rank, coloring, and monotonicity machinery	subsec:regular-coloring-alternatives	Regular coloring alternatives	Erdos887Formal	Erdos887Formal.RegularK5ColoringClassificationSource	RegularK5ColoringClassificationSource		1	field	problem	6480	problem : RegularK5ColoringProblem
84	6479	EFG rank, coloring, and monotonicity machinery	subsec:regular-coloring-alternatives	Regular coloring alternatives	Erdos887Formal	Erdos887Formal.RegularK5ColoringClassificationSource	RegularK5ColoringClassificationSource		2	field	regular	6481	regular : ColorRegularExplicit
84	6479	EFG rank, coloring, and monotonicity machinery	subsec:regular-coloring-alternatives	Regular coloring alternatives	Erdos887Formal	Erdos887Formal.RegularK5ColoringClassificationSource	RegularK5ColoringClassificationSource		3	field	regular_matches_problem	6482	regular_matches_problem :
85	6515	EFG rank, coloring, and monotonicity machinery	subsec:regular-coloring-alternatives	Regular coloring alternatives	Erdos887Formal	Erdos887Formal.RegularK5ColoringClassificationData	RegularK5ColoringClassificationData		0	PACKAGE	RegularK5ColoringClassificationData	6515	structure RegularK5ColoringClassificationData where
85	6515	EFG rank, coloring, and monotonicity machinery	subsec:regular-coloring-alternatives	Regular coloring alternatives	Erdos887Formal	Erdos887Formal.RegularK5ColoringClassificationData	RegularK5ColoringClassificationData		1	field	regular	6516	regular : ColorRegularExplicit
85	6515	EFG rank, coloring, and monotonicity machinery	subsec:regular-coloring-alternatives	Regular coloring alternatives	Erdos887Formal	Erdos887Formal.RegularK5ColoringClassificationData	RegularK5ColoringClassificationData		2	field	classification	6517	classification : RegularColoringClassification
85	6515	EFG rank, coloring, and monotonicity machinery	subsec:regular-coloring-alternatives	Regular coloring alternatives	Erdos887Formal	Erdos887Formal.RegularK5ColoringClassificationData	RegularK5ColoringClassificationData		3	field	classification_uses_color	6518	classification_uses_color :
86	6636	EFG rank, coloring, and monotonicity machinery	subsec:projective-cone-conflict-data	Projective cone conflict data	Erdos887Formal	Erdos887Formal.ProjectiveConeModel	Projective Cone Model		0	PACKAGE	ProjectiveConeModel	6636	structure ProjectiveConeModel where
86	6636	EFG rank, coloring, and monotonicity machinery	subsec:projective-cone-conflict-data	Projective cone conflict data	Erdos887Formal	Erdos887Formal.ProjectiveConeModel	Projective Cone Model		1	field	Dir	6637	Dir : Type
86	6636	EFG rank, coloring, and monotonicity machinery	subsec:projective-cone-conflict-data	Projective cone conflict data	Erdos887Formal	Erdos887Formal.ProjectiveConeModel	Projective Cone Model		2	field	sameLine	6638	sameLine : Dir -> Dir -> Prop
86	6636	EFG rank, coloring, and monotonicity machinery	subsec:projective-cone-conflict-data	Projective cone conflict data	Erdos887Formal	Erdos887Formal.ProjectiveConeModel	Projective Cone Model		3	field	positiveCone	6639	positiveCone : Dir -> Dir -> Dir -> Prop
86	6636	EFG rank, coloring, and monotonicity machinery	subsec:projective-cone-conflict-data	Projective cone conflict data	Erdos887Formal	Erdos887Formal.ProjectiveConeModel	Projective Cone Model		4	field	cone_not_left	6640	cone_not_left :
86	6636	EFG rank, coloring, and monotonicity machinery	subsec:projective-cone-conflict-data	Projective cone conflict data	Erdos887Formal	Erdos887Formal.ProjectiveConeModel	Projective Cone Model		5	field	cone_not_right	6646	cone_not_right :
87	6668	EFG rank, coloring, and monotonicity machinery	subsec:projective-cone-conflict-data	Projective cone conflict data	Erdos887Formal	Erdos887Formal.PrefixConeC5ConflictData	PrefixConeC5ConflictData		0	PACKAGE	PrefixConeC5ConflictData	6668	structure PrefixConeC5ConflictData where
87	6668	EFG rank, coloring, and monotonicity machinery	subsec:projective-cone-conflict-data	Projective cone conflict data	Erdos887Formal	Erdos887Formal.PrefixConeC5ConflictData	PrefixConeC5ConflictData		1	field	model	6669	model : ProjectiveConeModel
87	6668	EFG rank, coloring, and monotonicity machinery	subsec:projective-cone-conflict-data	Projective cone conflict data	Erdos887Formal	Erdos887Formal.PrefixConeC5ConflictData	PrefixConeC5ConflictData		2	field	leftDir	6671	leftDir : model.Dir
87	6668	EFG rank, coloring, and monotonicity machinery	subsec:projective-cone-conflict-data	Projective cone conflict data	Erdos887Formal	Erdos887Formal.PrefixConeC5ConflictData	PrefixConeC5ConflictData		3	field	rightDir	6672	rightDir : model.Dir
87	6668	EFG rank, coloring, and monotonicity machinery	subsec:projective-cone-conflict-data	Projective cone conflict data	Erdos887Formal	Erdos887Formal.PrefixConeC5ConflictData	PrefixConeC5ConflictData		4	field	sectorDir	6673	sectorDir : model.Dir
87	6668	EFG rank, coloring, and monotonicity machinery	subsec:projective-cone-conflict-data	Projective cone conflict data	Erdos887Formal	Erdos887Formal.PrefixConeC5ConflictData	PrefixConeC5ConflictData		5	field	adjacent_directions_distinct	6675	adjacent_directions_distinct :
87	6668	EFG rank, coloring, and monotonicity machinery	subsec:projective-cone-conflict-data	Projective cone conflict data	Erdos887Formal	Erdos887Formal.PrefixConeC5ConflictData	PrefixConeC5ConflictData		6	field	sector_in_positive_cone	6678	sector_in_positive_cone :
87	6668	EFG rank, coloring, and monotonicity machinery	subsec:projective-cone-conflict-data	Projective cone conflict data	Erdos887Formal	Erdos887Formal.PrefixConeC5ConflictData	PrefixConeC5ConflictData		7	field	c5_forces_endpoint_direction	6681	c5_forces_endpoint_direction :
87	6668	EFG rank, coloring, and monotonicity machinery	subsec:projective-cone-conflict-data	Projective cone conflict data	Erdos887Formal	Erdos887Formal.PrefixConeC5ConflictData	PrefixConeC5ConflictData		8	field	conflict_edge	6685	conflict_edge : EndpointEdge
87	6668	EFG rank, coloring, and monotonicity machinery	subsec:projective-cone-conflict-data	Projective cone conflict data	Erdos887Formal	Erdos887Formal.PrefixConeC5ConflictData	PrefixConeC5ConflictData		9	field	left_gap	6686	left_gap : AdjacentGap
87	6668	EFG rank, coloring, and monotonicity machinery	subsec:projective-cone-conflict-data	Projective cone conflict data	Erdos887Formal	Erdos887Formal.PrefixConeC5ConflictData	PrefixConeC5ConflictData		10	field	right_gap	6687	right_gap : AdjacentGap
87	6668	EFG rank, coloring, and monotonicity machinery	subsec:projective-cone-conflict-data	Projective cone conflict data	Erdos887Formal	Erdos887Formal.PrefixConeC5ConflictData	PrefixConeC5ConflictData		11	field	interval_sum_source	6689	interval_sum_source : Prop
87	6668	EFG rank, coloring, and monotonicity machinery	subsec:projective-cone-conflict-data	Projective cone conflict data	Erdos887Formal	Erdos887Formal.PrefixConeC5ConflictData	PrefixConeC5ConflictData		12	field	interval_sum_source_holds	6690	interval_sum_source_holds : interval_sum_source
87	6668	EFG rank, coloring, and monotonicity machinery	subsec:projective-cone-conflict-data	Projective cone conflict data	Erdos887Formal	Erdos887Formal.PrefixConeC5ConflictData	PrefixConeC5ConflictData		13	field	lexicographic_lower_layer_closed	6692	lexicographic_lower_layer_closed : Prop
87	6668	EFG rank, coloring, and monotonicity machinery	subsec:projective-cone-conflict-data	Projective cone conflict data	Erdos887Formal	Erdos887Formal.PrefixConeC5ConflictData	PrefixConeC5ConflictData		14	field	lexicographic_lower_layer_closed_holds	6693	lexicographic_lower_layer_closed_holds :
88	6707	EFG rank, coloring, and monotonicity machinery	subsec:finite-prefix-conflict-family-v2	The finite prefix-conflict family	Erdos887Formal	Erdos887Formal.PrefixConeC5KillSource	PrefixConeC5KillSource		0	PACKAGE	PrefixConeC5KillSource	6707	structure PrefixConeC5KillSource where
88	6707	EFG rank, coloring, and monotonicity machinery	subsec:finite-prefix-conflict-family-v2	The finite prefix-conflict family	Erdos887Formal	Erdos887Formal.PrefixConeC5KillSource	PrefixConeC5KillSource		1	field	problem	6708	problem : RegularK5ColoringProblem
88	6707	EFG rank, coloring, and monotonicity machinery	subsec:finite-prefix-conflict-family-v2	The finite prefix-conflict family	Erdos887Formal	Erdos887Formal.PrefixConeC5KillSource	PrefixConeC5KillSource		2	field	branch	6709	branch : C5sqcupC5Branch
88	6707	EFG rank, coloring, and monotonicity machinery	subsec:finite-prefix-conflict-family-v2	The finite prefix-conflict family	Erdos887Formal	Erdos887Formal.PrefixConeC5KillSource	PrefixConeC5KillSource		3	field	branch_uses_problem	6710	branch_uses_problem :
88	6707	EFG rank, coloring, and monotonicity machinery	subsec:finite-prefix-conflict-family-v2	The finite prefix-conflict family	Erdos887Formal	Erdos887Formal.PrefixConeC5KillSource	PrefixConeC5KillSource		4	field	prefixData	6712	prefixData : PrefixIntervalGapData
88	6707	EFG rank, coloring, and monotonicity machinery	subsec:finite-prefix-conflict-family-v2	The finite prefix-conflict family	Erdos887Formal	Erdos887Formal.PrefixConeC5KillSource	PrefixConeC5KillSource		5	field	frozen	6713	frozen : FrozenBPattern
88	6707	EFG rank, coloring, and monotonicity machinery	subsec:finite-prefix-conflict-family-v2	The finite prefix-conflict family	Erdos887Formal	Erdos887Formal.PrefixConeC5KillSource	PrefixConeC5KillSource		6	field	conflict	6715	conflict : PrefixConeC5ConflictData
89	6725	EFG rank, coloring, and monotonicity machinery	subsec:finite-prefix-conflict-family-v2	The finite prefix-conflict family	Erdos887Formal	Erdos887Formal.PrefixConeGeometryKill	FixedPrefixSurvivorK		0	PACKAGE	PrefixConeGeometryKill	6725	structure PrefixConeGeometryKill where
89	6725	EFG rank, coloring, and monotonicity machinery	subsec:finite-prefix-conflict-family-v2	The finite prefix-conflict family	Erdos887Formal	Erdos887Formal.PrefixConeGeometryKill	FixedPrefixSurvivorK		1	field	problem	6726	problem : RegularK5ColoringProblem
89	6725	EFG rank, coloring, and monotonicity machinery	subsec:finite-prefix-conflict-family-v2	The finite prefix-conflict family	Erdos887Formal	Erdos887Formal.PrefixConeGeometryKill	FixedPrefixSurvivorK		2	field	classificationSource	6727	classificationSource : RegularK5ColoringClassificationSource
89	6725	EFG rank, coloring, and monotonicity machinery	subsec:finite-prefix-conflict-family-v2	The finite prefix-conflict family	Erdos887Formal	Erdos887Formal.PrefixConeGeometryKill	FixedPrefixSurvivorK		3	field	classification_problem_matches	6728	classification_problem_matches :
89	6725	EFG rank, coloring, and monotonicity machinery	subsec:finite-prefix-conflict-family-v2	The finite prefix-conflict family	Erdos887Formal	Erdos887Formal.PrefixConeGeometryKill	FixedPrefixSurvivorK		4	field	prefixData	6730	prefixData : PrefixIntervalGapData
89	6725	EFG rank, coloring, and monotonicity machinery	subsec:finite-prefix-conflict-family-v2	The finite prefix-conflict family	Erdos887Formal	Erdos887Formal.PrefixConeGeometryKill	FixedPrefixSurvivorK		5	field	frozen	6731	frozen : FrozenBPattern
89	6725	EFG rank, coloring, and monotonicity machinery	subsec:finite-prefix-conflict-family-v2	The finite prefix-conflict family	Erdos887Formal	Erdos887Formal.PrefixConeGeometryKill	FixedPrefixSurvivorK		6	field	coloring	6732	coloring : RankLeTwoLeadingDirectionColoringData
89	6725	EFG rank, coloring, and monotonicity machinery	subsec:finite-prefix-conflict-family-v2	The finite prefix-conflict family	Erdos887Formal	Erdos887Formal.PrefixConeGeometryKill	FixedPrefixSurvivorK		7	field	coloring_matches_problem	6733	coloring_matches_problem :
89	6725	EFG rank, coloring, and monotonicity machinery	subsec:finite-prefix-conflict-family-v2	The finite prefix-conflict family	Erdos887Formal	Erdos887Formal.PrefixConeGeometryKill	FixedPrefixSurvivorK		8	field	lexicographic_lower_layer_closed	6735	lexicographic_lower_layer_closed : Prop
89	6725	EFG rank, coloring, and monotonicity machinery	subsec:finite-prefix-conflict-family-v2	The finite prefix-conflict family	Erdos887Formal	Erdos887Formal.PrefixConeGeometryKill	FixedPrefixSurvivorK		9	field	lexicographic_lower_layer_closed_holds	6736	lexicographic_lower_layer_closed_holds : lexicographic_lower_layer_closed
89	6725	EFG rank, coloring, and monotonicity machinery	subsec:finite-prefix-conflict-family-v2	The finite prefix-conflict family	Erdos887Formal	Erdos887Formal.PrefixConeGeometryKill	FixedPrefixSurvivorK		10	field	c5KillSource	6737	c5KillSource :
89	6725	EFG rank, coloring, and monotonicity machinery	subsec:finite-prefix-conflict-family-v2	The finite prefix-conflict family	Erdos887Formal	Erdos887Formal.PrefixConeGeometryKill	FixedPrefixSurvivorK		11	field	c5KillSource_matches	6741	c5KillSource_matches :
89	6725	EFG rank, coloring, and monotonicity machinery	subsec:finite-prefix-conflict-family-v2	The finite prefix-conflict family	Erdos887Formal	Erdos887Formal.PrefixConeGeometryKill	FixedPrefixSurvivorK		12	field	survivingMonochrome	6745	survivingMonochrome : MonochromeBranch
89	6725	EFG rank, coloring, and monotonicity machinery	subsec:finite-prefix-conflict-family-v2	The finite prefix-conflict family	Erdos887Formal	Erdos887Formal.PrefixConeGeometryKill	FixedPrefixSurvivorK		13	field	survivingMonochrome_uses_problem	6746	survivingMonochrome_uses_problem :
90	6935	Prefix cone factory and C5 kill machinery	sec:synchronized-affine-route	Synchronized affine route over the survivor K	Erdos887Formal	Erdos887Formal.MonochromeAffinePencilSource	Monochrome Affine Pencil Source		0	PACKAGE	MonochromeAffinePencilSource	6935	structure MonochromeAffinePencilSource where
90	6935	Prefix cone factory and C5 kill machinery	sec:synchronized-affine-route	Synchronized affine route over the survivor K	Erdos887Formal	Erdos887Formal.MonochromeAffinePencilSource	Monochrome Affine Pencil Source		1	field	mono	6936	mono : MonochromeBranch
90	6935	Prefix cone factory and C5 kill machinery	sec:synchronized-affine-route	Synchronized affine route over the survivor K	Erdos887Formal	Erdos887Formal.MonochromeAffinePencilSource	Monochrome Affine Pencil Source		2	field	prefixData	6937	prefixData : PrefixIntervalGapData
90	6935	Prefix cone factory and C5 kill machinery	sec:synchronized-affine-route	Synchronized affine route over the survivor K	Erdos887Formal	Erdos887Formal.MonochromeAffinePencilSource	Monochrome Affine Pencil Source		3	field	frozen	6938	frozen : FrozenBPattern
90	6935	Prefix cone factory and C5 kill machinery	sec:synchronized-affine-route	Synchronized affine route over the survivor K	Erdos887Formal	Erdos887Formal.MonochromeAffinePencilSource	Monochrome Affine Pencil Source		4	field	h	6940	h : AdjacentGap -> Rat
90	6935	Prefix cone factory and C5 kill machinery	sec:synchronized-affine-route	Synchronized affine route over the survivor K	Erdos887Formal	Erdos887Formal.MonochromeAffinePencilSource	Monochrome Affine Pencil Source		5	field	s	6941	s : AdjacentGap -> Rat
90	6935	Prefix cone factory and C5 kill machinery	sec:synchronized-affine-route	Synchronized affine route over the survivor K	Erdos887Formal	Erdos887Formal.MonochromeAffinePencilSource	Monochrome Affine Pencil Source		6	field	gap	6942	gap : AdjacentGap -> Rat -> Rat
90	6935	Prefix cone factory and C5 kill machinery	sec:synchronized-affine-route	Synchronized affine route over the survivor K	Erdos887Formal	Erdos887Formal.MonochromeAffinePencilSource	Monochrome Affine Pencil Source		7	field	gap_affine	6943	gap_affine :
90	6935	Prefix cone factory and C5 kill machinery	sec:synchronized-affine-route	Synchronized affine route over the survivor K	Erdos887Formal	Erdos887Formal.MonochromeAffinePencilSource	Monochrome Affine Pencil Source		8	field	intervalSlope	6946	intervalSlope : EndpointEdge -> Rat
90	6935	Prefix cone factory and C5 kill machinery	sec:synchronized-affine-route	Synchronized affine route over the survivor K	Erdos887Formal	Erdos887Formal.MonochromeAffinePencilSource	Monochrome Affine Pencil Source		9	field	intervalOffset	6947	intervalOffset : EndpointEdge -> Rat
90	6935	Prefix cone factory and C5 kill machinery	sec:synchronized-affine-route	Synchronized affine route over the survivor K	Erdos887Formal	Erdos887Formal.MonochromeAffinePencilSource	Monochrome Affine Pencil Source		10	field	intervalSlope_eq_gap_sum	6948	intervalSlope_eq_gap_sum :
90	6935	Prefix cone factory and C5 kill machinery	sec:synchronized-affine-route	Synchronized affine route over the survivor K	Erdos887Formal	Erdos887Formal.MonochromeAffinePencilSource	Monochrome Affine Pencil Source		11	field	intervalOffset_eq_gap_sum	6950	intervalOffset_eq_gap_sum :
90	6935	Prefix cone factory and C5 kill machinery	sec:synchronized-affine-route	Synchronized affine route over the survivor K	Erdos887Formal	Erdos887Formal.MonochromeAffinePencilSource	Monochrome Affine Pencil Source		12	field	bCoeff	6953	bCoeff : EndpointEdge -> Rat
90	6935	Prefix cone factory and C5 kill machinery	sec:synchronized-affine-route	Synchronized affine route over the survivor K	Erdos887Formal	Erdos887Formal.MonochromeAffinePencilSource	Monochrome Affine Pencil Source		13	field	bCoeff_ne_zero	6954	bCoeff_ne_zero :
90	6935	Prefix cone factory and C5 kill machinery	sec:synchronized-affine-route	Synchronized affine route over the survivor K	Erdos887Formal	Erdos887Formal.MonochromeAffinePencilSource	Monochrome Affine Pencil Source		14	field	bCoeff_matches_frozen	6956	bCoeff_matches_frozen :
90	6935	Prefix cone factory and C5 kill machinery	sec:synchronized-affine-route	Synchronized affine route over the survivor K	Erdos887Formal	Erdos887Formal.MonochromeAffinePencilSource	Monochrome Affine Pencil Source		15	field	alpha	6959	alpha : EndpointEdge -> Rat
90	6935	Prefix cone factory and C5 kill machinery	sec:synchronized-affine-route	Synchronized affine route over the survivor K	Erdos887Formal	Erdos887Formal.MonochromeAffinePencilSource	Monochrome Affine Pencil Source		16	field	beta	6960	beta : EndpointEdge -> Rat
90	6935	Prefix cone factory and C5 kill machinery	sec:synchronized-affine-route	Synchronized affine route over the survivor K	Erdos887Formal	Erdos887Formal.MonochromeAffinePencilSource	Monochrome Affine Pencil Source		17	field	alpha_def	6961	alpha_def :
90	6935	Prefix cone factory and C5 kill machinery	sec:synchronized-affine-route	Synchronized affine route over the survivor K	Erdos887Formal	Erdos887Formal.MonochromeAffinePencilSource	Monochrome Affine Pencil Source		18	field	beta_def	6963	beta_def :
90	6935	Prefix cone factory and C5 kill machinery	sec:synchronized-affine-route	Synchronized affine route over the survivor K	Erdos887Formal	Erdos887Formal.MonochromeAffinePencilSource	Monochrome Affine Pencil Source		19	field	parameterSet	6966	parameterSet : Set Rat
90	6935	Prefix cone factory and C5 kill machinery	sec:synchronized-affine-route	Synchronized affine route over the survivor K	Erdos887Formal	Erdos887Formal.MonochromeAffinePencilSource	Monochrome Affine Pencil Source		20	field	sector	6967	sector : EndpointEdge -> Rat -> Rat
90	6935	Prefix cone factory and C5 kill machinery	sec:synchronized-affine-route	Synchronized affine route over the survivor K	Erdos887Formal	Erdos887Formal.MonochromeAffinePencilSource	Monochrome Affine Pencil Source		21	field	sector_affine	6968	sector_affine :
90	6935	Prefix cone factory and C5 kill machinery	sec:synchronized-affine-route	Synchronized affine route over the survivor K	Erdos887Formal	Erdos887Formal.MonochromeAffinePencilSource	Monochrome Affine Pencil Source		22	field	endpointPolynomial	6971	endpointPolynomial : EndpointEdge -> Polynomial Rat
90	6935	Prefix cone factory and C5 kill machinery	sec:synchronized-affine-route	Synchronized affine route over the survivor K	Erdos887Formal	Erdos887Formal.MonochromeAffinePencilSource	Monochrome Affine Pencil Source		23	field	valid_endpoint_parameters	6972	valid_endpoint_parameters :
90	6935	Prefix cone factory and C5 kill machinery	sec:synchronized-affine-route	Synchronized affine route over the survivor K	Erdos887Formal	Erdos887Formal.MonochromeAffinePencilSource	Monochrome Affine Pencil Source		24	field	endpointPolynomial_degree_le_three_holds	6976	endpointPolynomial_degree_le_three_holds :
90	6935	Prefix cone factory and C5 kill machinery	sec:synchronized-affine-route	Synchronized affine route over the survivor K	Erdos887Formal	Erdos887Formal.MonochromeAffinePencilSource	Monochrome Affine Pencil Source		25	field	parameterSet_infinite_holds	6978	parameterSet_infinite_holds :
91	7024	Prefix cone factory and C5 kill machinery	sec:synchronized-affine-route	Synchronized affine route over the survivor K	Erdos887Formal	Erdos887Formal.MonochromeToAffinePencilData	MonochromeToAffinePencilData		0	PACKAGE	MonochromeToAffinePencilData	7024	structure MonochromeToAffinePencilData where
91	7024	Prefix cone factory and C5 kill machinery	sec:synchronized-affine-route	Synchronized affine route over the survivor K	Erdos887Formal	Erdos887Formal.MonochromeToAffinePencilData	MonochromeToAffinePencilData		1	field	mono	7025	mono : MonochromeBranch
91	7024	Prefix cone factory and C5 kill machinery	sec:synchronized-affine-route	Synchronized affine route over the survivor K	Erdos887Formal	Erdos887Formal.MonochromeToAffinePencilData	MonochromeToAffinePencilData		2	field	prefixData	7026	prefixData : PrefixIntervalGapData
91	7024	Prefix cone factory and C5 kill machinery	sec:synchronized-affine-route	Synchronized affine route over the survivor K	Erdos887Formal	Erdos887Formal.MonochromeToAffinePencilData	MonochromeToAffinePencilData		3	field	frozen	7027	frozen : FrozenBPattern
91	7024	Prefix cone factory and C5 kill machinery	sec:synchronized-affine-route	Synchronized affine route over the survivor K	Erdos887Formal	Erdos887Formal.MonochromeToAffinePencilData	MonochromeToAffinePencilData		4	field	source	7028	source : MonochromeAffinePencilSource
91	7024	Prefix cone factory and C5 kill machinery	sec:synchronized-affine-route	Synchronized affine route over the survivor K	Erdos887Formal	Erdos887Formal.MonochromeToAffinePencilData	MonochromeToAffinePencilData		5	field	source_mono	7029	source_mono :
91	7024	Prefix cone factory and C5 kill machinery	sec:synchronized-affine-route	Synchronized affine route over the survivor K	Erdos887Formal	Erdos887Formal.MonochromeToAffinePencilData	MonochromeToAffinePencilData		6	field	source_prefix	7031	source_prefix :
91	7024	Prefix cone factory and C5 kill machinery	sec:synchronized-affine-route	Synchronized affine route over the survivor K	Erdos887Formal	Erdos887Formal.MonochromeToAffinePencilData	MonochromeToAffinePencilData		7	field	source_frozen	7033	source_frozen :
92	7135	Prefix cone factory and C5 kill machinery	subsec:three-rank-regimes	The three rank regimes	Erdos887Formal	Erdos887Formal.MonochromeAffinePencilFromRankThreeSource	Monochrome Affine Pencil From Rank Three Source		0	PACKAGE	MonochromeAffinePencilFromRankThreeSource	7135	structure MonochromeAffinePencilFromRankThreeSource
92	7135	Prefix cone factory and C5 kill machinery	subsec:three-rank-regimes	The three rank regimes	Erdos887Formal	Erdos887Formal.MonochromeAffinePencilFromRankThreeSource	Monochrome Affine Pencil From Rank Three Source		1	field	line	7139	line : RankThreeAffineLineSource
92	7135	Prefix cone factory and C5 kill machinery	subsec:three-rank-regimes	The three rank regimes	Erdos887Formal	Erdos887Formal.MonochromeAffinePencilFromRankThreeSource	Monochrome Affine Pencil From Rank Three Source		2	field	line_prefixData_matches	7140	line_prefixData_matches : line.prefixData = prefixData
92	7135	Prefix cone factory and C5 kill machinery	subsec:three-rank-regimes	The three rank regimes	Erdos887Formal	Erdos887Formal.MonochromeAffinePencilFromRankThreeSource	Monochrome Affine Pencil From Rank Three Source		3	field	line_frozen_matches	7141	line_frozen_matches : line.frozen = frozen
92	7135	Prefix cone factory and C5 kill machinery	subsec:three-rank-regimes	The three rank regimes	Erdos887Formal	Erdos887Formal.MonochromeAffinePencilFromRankThreeSource	Monochrome Affine Pencil From Rank Three Source		4	field	line_bCoeff_matches_frozen	7142	line_bCoeff_matches_frozen : line.bCoeff = frozen.bCoeff
92	7135	Prefix cone factory and C5 kill machinery	subsec:three-rank-regimes	The three rank regimes	Erdos887Formal	Erdos887Formal.MonochromeAffinePencilFromRankThreeSource	Monochrome Affine Pencil From Rank Three Source		5	field	parameterSet	7144	parameterSet : Set Rat
92	7135	Prefix cone factory and C5 kill machinery	subsec:three-rank-regimes	The three rank regimes	Erdos887Formal	Erdos887Formal.MonochromeAffinePencilFromRankThreeSource	Monochrome Affine Pencil From Rank Three Source		6	field	sector	7145	sector : EndpointEdge -> Rat -> Rat
92	7135	Prefix cone factory and C5 kill machinery	subsec:three-rank-regimes	The three rank regimes	Erdos887Formal	Erdos887Formal.MonochromeAffinePencilFromRankThreeSource	Monochrome Affine Pencil From Rank Three Source		7	field	sector_affine	7146	sector_affine :
92	7135	Prefix cone factory and C5 kill machinery	subsec:three-rank-regimes	The three rank regimes	Erdos887Formal	Erdos887Formal.MonochromeAffinePencilFromRankThreeSource	Monochrome Affine Pencil From Rank Three Source		8	field	endpointPolynomial	7149	endpointPolynomial : EndpointEdge -> Polynomial Rat
92	7135	Prefix cone factory and C5 kill machinery	subsec:three-rank-regimes	The three rank regimes	Erdos887Formal	Erdos887Formal.MonochromeAffinePencilFromRankThreeSource	Monochrome Affine Pencil From Rank Three Source		9	field	valid_endpoint_parameters	7150	valid_endpoint_parameters :
92	7135	Prefix cone factory and C5 kill machinery	subsec:three-rank-regimes	The three rank regimes	Erdos887Formal	Erdos887Formal.MonochromeAffinePencilFromRankThreeSource	Monochrome Affine Pencil From Rank Three Source		10	field	endpointPolynomial_degree_le_three_holds	7154	endpointPolynomial_degree_le_three_holds :
92	7135	Prefix cone factory and C5 kill machinery	subsec:three-rank-regimes	The three rank regimes	Erdos887Formal	Erdos887Formal.MonochromeAffinePencilFromRankThreeSource	Monochrome Affine Pencil From Rank Three Source		11	field	parameterSet_infinite_holds	7156	parameterSet_infinite_holds :
93	7280	Monochrome affine pencil machinery	subsec:three-rank-regimes	The three rank regimes	Erdos887Formal	Erdos887Formal.MonochromeLowRankDatum	Monochrome Low Rank Datum		0	PACKAGE	MonochromeLowRankDatum	7280	structure MonochromeLowRankDatum where
